geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	database	userId
GO:1902652	secondary alcohol metabolic process	http://amigo.geneontology.org/amigo/term/GO:1902652	136	18	4.8016837674296236	3.7486850179714213	1.4440447797525735e-6	4.491768977019431e-5	335;1583;1609;1717;2194;2260;3565;4047;4597;4864;5467;6319;6647;6720;6721;8720;9619;23541	geneontology_Biological_Process	MVD;LSS;SEC14L2;FASN;SREBF2;DHCR7;PPARD;FGFR1;IL4;DGKQ;SCD;MBTPS1;CYP11A1;ABCG1;APOA1;SOD1;SREBF1;NPC1
GO:0090087	regulation of peptide transport	http://amigo.geneontology.org/amigo/term/GO:0090087	654	48	23.090449881610102	2.0787814982430715	1.454185787452822e-6	4.513201979980671e-5	25;335;654;784;1459;1803;2149;3133;3418;3708;5116;5138;5295;5467;5552;5578;5621;5734;5770;5905;6348;6711;6720;6721;6810;7040;7128;7133;7293;7376;7430;8398;8651;8767;8851;8864;8874;9024;10125;10155;10425;11315;27230;29072;56253;65010;114548;131450	geneontology_Biological_Process	PER2;PIK3R1;ABL1;TNFAIP3;CDK5R1;ARHGEF7;ITPR1;PDE2A;TNFRSF4;PCNT;SREBF2;RASGRP1;EZR;BMP6;SOCS1;TGFB1;RANGAP1;PPARD;PTGER4;DPP4;PRNP;PLA2G6;CSNK2A2;TRIM28;NR1H2;ARIH2;NLRP3;TNFRSF1B;PTPN1;CD200R1;RIPK2;SERP1;CRTAM;PRKCA;BRSK2;STX4;F2R;SLC26A6;SPTBN1;APOA1;SETD2;CACNB3;CCL3;SREBF1;PARK7;IDH2;SRGN;HLA-E
GO:0007204	positive regulation of cytosolic calcium ion concentration	http://amigo.geneontology.org/amigo/term/GO:0007204	289	28	10.20357800578795	2.7441354379921514	1.458696716527541e-6	4.513201979980671e-5	25;27;578;643;784;801;1233;1235;1604;2099;2149;2151;2359;2769;3708;5020;5021;5294;5336;5621;5734;6348;7040;8398;8477;8811;10663;10672	geneontology_Biological_Process	ABL1;BAK1;GALR2;F2RL2;GNA15;GNA13;CCR4;ITPR1;TGFB1;CCR6;PTGER4;CXCR6;PRNP;PLA2G6;PLCG2;F2R;GPR65;OXTR;ESR1;ABL2;CACNB3;CXCR5;CD55;FPR3;CCL3;OXT;CALM1;PIK3CG
GO:0097191	extrinsic apoptotic signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0097191	209	23	7.379058142594054	3.116928956994845	1.4594367824249943e-6	4.513201979980671e-5	578;842;1540;2260;5295;5598;5607;5970;5979;6198;6498;6789;6810;7040;7057;7098;7128;7133;7293;8567;8795;11315;56616	geneontology_Biological_Process	MADD;PIK3R1;BAK1;TNFAIP3;TNFRSF4;SKIL;THBS1;TGFB1;CASP9;FGFR1;RET;TNFRSF10B;TNFRSF1B;MAP2K5;STX4;MAPK7;DIABLO;TLR3;RPS6KB1;STK4;PARK7;RELA;CYLD
C0036920	Sezary Syndrome	http://www.disgenet.org/web/DisGeNET/menu/C0036920	25	8	0.8826624572480926	9.063487332339792	1.4701597016442136e-6	4.528774353652949e-5	1027;1107;1233;1493;673;7133;84433;940	disease_Disgenet	CDKN1B;CCR4;CTLA4;CD28;CARD11;CHD3;TNFRSF1B;BRAF
GO:0009649	entrainment of circadian clock	http://amigo.geneontology.org/amigo/term/GO:0009649	25	8	0.8826624572480926	9.063487332339792	1.4701597016442136e-6	4.528774353652949e-5	1407;1408;2767;3398;5187;5500;8864;23239	geneontology_Biological_Process	PER2;PPP1CB;PHLPP1;CRY2;PER1;ID2;CRY1;GNA11
R-HSA-72172	mRNA Splicing	http://reactome.org/PathwayBrowser/#/R-HSA-72172	179	21	6.319863193896342	3.3228567384625634	1.4775534461497486e-6	4.542763741965424e-5	10286;10291;10450;10907;10949;11100;1477;23020;25804;2962;3178;3191;51593;51729;53938;6431;6432;6627;8926;9128;9879	pathway_Reactome	PRPF4;HNRNPUL1;SRSF7;BCAS2;CSTF1;TXNL4A;HNRNPL;SRSF6;SRRT;WBP11;SNRNP200;LSM4;HNRNPA0;DDX46;GTF2F1;HNRNPA1;SNURF;PPIL3;SF3A1;SNRPA1;PPIE
R-HSA-9020591	Interleukin-12 signaling	http://reactome.org/PathwayBrowser/#/R-HSA-9020591	42	10	1.4828729281767954	6.743666169895679	1.4892771966756868e-6	4.5699862493751424e-5	27250;3313;3594;3595;3716;4001;5055;6627;6647;6775	pathway_Reactome	PDCD4;IL12RB2;STAT4;IL12RB1;JAK1;LMNB1;SERPINB2;HSPA9;SOD1;SNRPA1
C0231246	Failure to gain weight	http://www.disgenet.org/web/DisGeNET/menu/C0231246	341	31	12.039515916863982	2.57485435577835	1.5818212970586387e-6	4.8353332009512245e-5	1291;1292;1583;1716;1717;191;2073;2132;2260;23530;2581;2627;2639;3242;3543;3551;3575;3914;435;50615;5096;5195;5250;5295;5604;5979;6497;6595;673;8514;9791	disease_Disgenet	PIK3R1;IL21R;PEX14;GALC;SMARCA2;SKI;DHCR7;GCDH;FGFR1;RET;PCCB;IGLL1;KCNAB2;SLC25A3;IL7R;ASL;DGUOK;GATA6;IKBKB;CYP11A1;LAMB3;MAP2K1;EXT2;COL6A1;COL6A2;PTDSS1;AHCY;NNT;BRAF;ERCC5;HPD
C2315100	Pediatric failure to thrive	http://www.disgenet.org/web/DisGeNET/menu/C2315100	341	31	12.039515916863982	2.57485435577835	1.5818212970586387e-6	4.8353332009512245e-5	1291;1292;1583;1716;1717;191;2073;2132;2260;23530;2581;2627;2639;3242;3543;3551;3575;3914;435;50615;5096;5195;5250;5295;5604;5979;6497;6595;673;8514;9791	disease_Disgenet	PIK3R1;IL21R;PEX14;GALC;SMARCA2;SKI;DHCR7;GCDH;FGFR1;RET;PCCB;IGLL1;KCNAB2;SLC25A3;IL7R;ASL;DGUOK;GATA6;IKBKB;CYP11A1;LAMB3;MAP2K1;EXT2;COL6A1;COL6A2;PTDSS1;AHCY;NNT;BRAF;ERCC5;HPD
GO:0062012	regulation of small molecule metabolic process	http://amigo.geneontology.org/amigo/term/GO:0062012	324	30	11.439305445935279	2.6225368438483194	1.5957176866532308e-6	4.8684674095094546e-5	136;654;1407;1609;1717;2194;2308;3487;4047;4597;5223;5903;6319;6615;6647;6720;6721;7040;7376;8013;8644;8720;9619;11277;11315;23541;51422;55066;79602;83667	geneontology_Biological_Process	ADIPOR2;NR4A3;PDPR;MVD;LSS;SEC14L2;FOXO1;SESN2;FASN;SREBF2;DHCR7;RANBP2;BMP6;TGFB1;AKR1C3;DGKQ;SCD;MBTPS1;NR1H2;IGFBP4;PRKAG2;ABCG1;ADORA2B;SOD1;CRY1;SREBF1;SNAI1;PARK7;PGAM1;TREX1
GO:0070302	regulation of stress-activated protein kinase signaling cascade	http://amigo.geneontology.org/amigo/term/GO:0070302	226	24	7.979268613522756	3.007794468696834	1.6440622523372639e-6	5.006373887327584e-5	1540;1739;2043;2081;2308;2324;2889;4216;4293;5187;5604;5770;7098;7430;7476;8312;8767;8792;9618;10125;23043;23236;23239;27250	geneontology_Biological_Process	PDCD4;RAPGEF1;ERN1;FOXO1;RASGRP1;EPHA4;EZR;TNFRSF11A;TRAF4;AXIN1;MAP3K9;PTPN1;PHLPP1;RIPK2;PER1;DLG1;TNIK;WNT7A;MAP2K1;TLR3;FLT4;CYLD;PLCB1;MAP3K4
GO:0050673	epithelial cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0050673	359	32	12.67503288608261	2.5246482819888	1.6472712875970075e-6	5.006573001196554e-5	335;654;864;1027;1028;1739;2069;2081;2099;2254;2260;2324;2683;3398;3487;3676;5467;5578;5604;5607;6431;6776;7040;7057;7128;7476;8013;10000;11171;11331;57521;57599	geneontology_Biological_Process	B4GALT1;NR4A3;STRAP;ERN1;TNFAIP3;CDKN1B;FGF9;WDR48;THBS1;RUNX3;EREG;BMP6;TGFB1;PPARD;FGFR1;RPTOR;ITGA4;IGFBP4;SRSF6;CDKN1C;ID2;MAP2K5;DLG1;STAT5A;PRKCA;AKT3;ESR1;WNT7A;MAP2K1;APOA1;PHB2;FLT4
GO:0048659	smooth muscle cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0048659	124	17	4.378005787950539	3.883046488149608	1.717533109291125e-6	5.2101775806800876e-5	1027;1839;1991;2069;2081;2254;3398;4209;4854;5467;5591;6198;7057;7128;7434;8013;27250	geneontology_Biological_Process	PDCD4;VIPR2;NR4A3;ERN1;TNFAIP3;CDKN1B;MEF2D;FGF9;THBS1;EREG;NOTCH3;PPARD;PRKDC;ID2;ELANE;RPS6KB1;HBEGF
HP:0012443	Abnormality of brain morphology	http://compbio.charite.de/hpoweb/showterm?id=HP:0012443	1663	95	58.714706656143115	1.6179932662587948	1.7345134172286336e-6	5.2516845404530835e-5	5621;1028;2073;10352;80055;8398;2260;6497;26999;5500;29072;51604;5591;10804;6709;27235;2683;3708;1717;5873;1778;4854;6904;5932;1938;2972;4001;8139;9184;4094;5657;10019;2639;6775;673;1493;5116;3090;3313;271;8514;6509;10717;1583;9791;3796;2775;10000;28514;79753;2956;5195;7284;894;4791;28960;435;501;197131;613;8942;4864;4929;9150;5096;1027;132158;9451;79087;5528;5604;54941;1716;5826;5860;5979;2099;6228;2175;51422;2317;92609;6595;10734;2581;2627;2767;2908;2961;7174;11277;3178;64857;3418;7704	phenotype_Human_Phenotype_Ontology	BCR;B4GALT1;RNF125;ALG12;NR4A2;MAF;SLC1A4;PEX14;PIGT;PGAP1;NR3C1;GALC;STAT4;CDKN1B;SMARCA2;SKI;AP4B1;CTLA4;ITPR1;HIC1;PCNT;DYNC1H1;DHCR7;GNAO1;GCDH;NOTCH3;BRF1;UBR1;DCPS;FGFR1;RET;PRNP;PCCB;PLA2G6;PPP1CB;KCNAB2;FANCA;PLEKHG2;KYNU;GJB6;CTDP1;CYFIP2;PRKAG2;PRKDC;ABCD4;SH2B3;ASL;DGUOK;CDKN1C;CCND2;BUB3;GATA6;DLL1;GTF2E2;EEF2;AMPD2;WARS2;PRTN3;CYP11A1;TIMM50;TBCD;LMNB1;AKT3;ZBTB16;HSPA9;TPP2;ESR1;MAP2K1;GAN;SETD2;TUFM;SNIP1;COQ2;FLNB;HNRNPA1;PPP2R5D;RAB27A;MSH6;GLYCTK;SPTAN1;PTDSS1;ALDH7A1;KIF2A;IDH2;RBBP8;RPS23;NFKB2;NPC1;STAG3;TREX1;BRAF;EIF2AK3;ERCC5;QDPR;GNA11
GO:0022402	cell cycle process	http://amigo.geneontology.org/amigo/term/GO:0022402	1219	75	43.03862141541699	1.742620872450483	1.7494373580895228e-6	5.286819613839419e-5	25;643;801;894;900;940;1027;1028;1104;1107;1453;1459;1739;1778;1876;2069;2081;2175;2260;2627;2956;3398;3796;4175;4926;5116;5578;5591;5604;5621;5932;5981;6015;6118;6119;6198;6498;6711;6867;6993;7013;7040;7057;7430;7884;8317;8556;8851;9024;9150;9184;10403;10734;11127;11178;11186;11331;22933;23019;23175;23236;23291;25777;26524;29072;50855;51422;51429;55844;57521;84552;116138;133746;246175;246184	geneontology_Biological_Process	TERF1;SIRT2;CNOT6L;ABL1;MCM6;ERN1;PARD6A;JMY;CDKN1B;PARD6G;CDK5R1;RFC1;TACC1;SUN2;SNX9;CCNG1;DYNLT1;SKIL;THBS1;PCNT;EREG;DYNC1H1;CSNK1D;EZR;TGFB1;FGFR1;RCC1;RPTOR;RPA2;PRNP;CD28;SLBP;CSNK2A2;FANCA;CHD3;CTDP1;PRKAG2;PRKDC;LZTS1;KIF3A;CDC14A;CDKN1C;FBXW11;CCND2;ID2;KLHDC3;BUB3;GATA6;DLG1;NDC80;NUMA1;LATS2;PRKCA;BRSK2;RASSF1;SPTBN1;MAP2K1;SETD2;LPIN1;RING1;CNOT1;PHB2;CXCR5;CDC7;RPS6KB1;MSH6;CDC26;PPP2R2D;KIF2A;CALM1;RBBP8;E2F6;STAG3;PLCB1;RPA3
PA443854	Demyelinating Diseases	https://www.pharmgkb.org/disease/PA443854	196	22	6.920073664825045	3.1791569086651057	1.767469589575299e-6	5.331197099162161e-5	3575;2581;1493;4001;3105;5826;5996;868;3676;5903;9047;3127;942;8651;29851;5734;921;4854;5133;1118;8477;4249	disease_GLAD4U	SH2D2A;CBLB;CD86;GALC;PDCD1;RGS1;CTLA4;CD5;RANBP2;NOTCH3;SOCS1;PTGER4;ITGA4;IL7R;ABCD4;ICOS;MGAT5;GPR65;LMNB1;HLA-DRB5;CHIT1;HLA-A
GO:0048878	chemical homeostasis	http://amigo.geneontology.org/amigo/term/GO:0048878	1069	68	37.74264667192844	1.8016754519384524	1.7730693605555459e-6	5.337564177002778e-5	25;27;115;335;483;578;643;654;784;801;1152;1233;1235;1407;1408;1604;1991;2021;2034;2081;2099;2149;2151;2308;2359;2769;3708;4092;4864;5020;5021;5294;5295;5336;5576;5621;5734;6348;6558;6647;6721;6810;6993;7040;7376;8310;8398;8477;8529;8811;9024;9619;9709;9975;10663;10672;10723;10804;11315;23171;23413;23530;27131;65010;79602;79888;81855;83667	geneontology_Biological_Process	ATP1B3;PIK3R1;ABL1;BAK1;SFXN3;LPCAT1;GALR2;ADIPOR2;ERN1;F2RL2;GNA15;GNA13;CCR4;FOXO1;PRKAR2A;SESN2;ITPR1;DYNLT1;SREBF2;NCS1;BMP6;TGFB1;CCR6;EPAS1;PTGER4;CXCR6;PRNP;PLA2G6;SLC12A2;NR1H2;SLC12A7;ACOX3;ADCY9;GJB6;NR1D2;CKB;CRY2;GPD1L;CYP4F2;PLCG2;SMAD7;BRSK2;STX4;F2R;GPR65;HERPUD1;SLC26A6;OXTR;ESR1;ABCG1;APOA1;ABL2;ENDOG;CACNB3;ELANE;CXCR5;CD55;SOD1;FPR3;CRY1;CCL3;PARK7;OXT;NNT;CALM1;PIK3CG;NPC1;SNX5
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-72203	227	24	8.01457511181268	2.9945442727994904	1.778542936259342e-6	5.337564177002778e-5	10286;10291;10450;10907;10949;11100;1477;23020;25804;2962;3178;3191;51593;51729;53938;5903;6431;6432;6627;7884;8926;9128;9879;9984	pathway_Reactome	PRPF4;HNRNPUL1;SRSF7;BCAS2;CSTF1;TXNL4A;HNRNPL;RANBP2;SLBP;SRSF6;SRRT;WBP11;SNRNP200;LSM4;HNRNPA0;DDX46;GTF2F1;HNRNPA1;SNURF;PPIL3;SF3A1;SNRPA1;THOC1;PPIE
HP:0001438	Abnormality of abdomen morphology	http://compbio.charite.de/hpoweb/showterm?id=HP:0001438	524	41	18.50060510392002	2.216143729877931	1.7796349227605646e-6	5.337564177002778e-5	1028;7174;11277;25;5195;7284;7293;5264;29851;51422;9451;335;435;84433;1493;5589;501;3575;3594;1604;2639;613;3702;6775;673;1716;4791;5873;4864;5922;10019;138050;843;114548;7040;2956;940;115650;7133;9184;5096	phenotype_Human_Phenotype_Ontology	BCR;ABL1;HGSNAT;PEX14;PHYH;STAT4;CTLA4;IL12RB1;TNFRSF4;GCDH;TGFB1;CD28;PCCB;CARD11;ITK;RASA2;IL7R;PRKAG2;NLRP3;TNFRSF1B;SH2B3;TNFRSF13C;ICOS;ASL;DGUOK;CDKN1C;BUB3;TPP2;APOA1;TUFM;CASP10;CD55;RAB27A;MSH6;PRKCSH;ALDH7A1;NFKB2;NPC1;TREX1;BRAF;EIF2AK3
GO:0048732	gland development	http://amigo.geneontology.org/amigo/term/GO:0048732	414	35	14.616890292028412	2.3944901617745527	1.8311129565962148e-6	5.4816362681863374e-5	25;335;382;394;462;673;1027;1028;1036;1459;2099;2113;2194;2260;2627;3398;4124;5021;5423;5591;5604;5860;5970;6647;6776;7040;7128;7430;7481;8792;11331;23129;59277;80326;84876	geneontology_Biological_Process	WNT11;PLXND1;ABL1;TNFAIP3;CDKN1B;ORAI1;ARF6;FASN;EZR;TNFRSF11A;TGFB1;MAN2A1;ETS1;FGFR1;CSNK2A2;PRKDC;CDKN1C;SERPINC1;ID2;GATA6;STAT5A;ARHGAP5;WNT10A;OXTR;ESR1;NTN4;MAP2K1;APOA1;PHB2;SOD1;POLB;CDO1;RELA;BRAF;QDPR
GO:0071216	cellular response to biotic stimulus	http://amigo.geneontology.org/amigo/term/GO:0071216	212	23	7.484977637463825	3.072821471754352	1.8683107099182195e-6	5.582498380142132e-5	25;558;613;654;824;942;1511;1604;4793;5467;5578;5970;6348;7040;7128;7133;7376;8767;9451;10892;22933;27250;114548	geneontology_Biological_Process	BCR;SIRT2;PDCD4;ABL1;TNFAIP3;CD86;MALT1;NFKBIB;BMP6;TGFB1;PPARD;NR1H2;NLRP3;TNFRSF1B;RIPK2;PRKCA;AXL;CTSG;CD55;CCL3;RELA;CAPN2;EIF2AK3
GO:0002639	positive regulation of immunoglobulin production	http://amigo.geneontology.org/amigo/term/GO:0002639	43	10	1.5181794264667192	6.586836724084151	1.8796651236607786e-6	5.6059076328504796e-5	940;2956;3133;3565;6810;7040;7293;7374;23529;118460	geneontology_Biological_Process	TNFRSF4;TGFB1;CD28;CLCF1;IL4;STX4;MSH6;HLA-E;UNG;EXOSC6
PA445641	Sezary Syndrome	https://www.pharmgkb.org/disease/PA445641	53	11	1.8712444093659562	5.878441076399629	1.9316469659358404e-6	5.750170014858728e-5	3812;9437;2043;1233;5133;6304;3662;1803;3632;1036;924	disease_GLAD4U	SATB1;NCR1;IRF4;CD7;CCR4;PDCD1;EPHA4;DPP4;KIR3DL2;CDO1;INPP5A
GO:0051897	positive regulation of protein kinase B signaling	http://amigo.geneontology.org/amigo/term/GO:0051897	153	19	5.401894238358326	3.517284708220099	1.973670487709356e-6	5.8643052588170154e-5	558;940;942;1839;2069;2099;2254;2260;5294;5295;5979;6348;7040;7057;8644;11315;29851;50852;145957	geneontology_Biological_Process	PIK3R1;CD86;FGF9;THBS1;NRG4;EREG;TGFB1;AKR1C3;FGFR1;RET;CD28;ICOS;TRAT1;AXL;ESR1;CCL3;HBEGF;PARK7;PIK3CG
GO:1903829	positive regulation of cellular protein localization	http://amigo.geneontology.org/amigo/term/GO:1903829	294	28	10.380110497237569	2.697466467958271	2.045276630058268e-6	6.0657496481020445e-5	382;784;1459;1540;1739;3002;4926;5116;5295;5584;5621;6711;6721;6810;7040;7430;7534;8851;9451;9495;10155;10403;10425;11315;23171;50855;54434;83667	geneontology_Biological_Process	PIK3R1;PARD6A;CDK5R1;ARF6;SESN2;PCNT;SREBF2;EZR;TGFB1;PRNP;AKAP5;CSNK2A2;TRIM28;GZMB;ARIH2;SSH1;PRKCI;GPD1L;DLG1;NDC80;NUMA1;STX4;SPTBN1;CACNB3;PARK7;YWHAZ;CYLD;EIF2AK3
R-HSA-170834	Signaling by TGF-beta Receptor Complex	http://reactome.org/PathwayBrowser/#/R-HSA-170834	64	12	2.259615890555117	5.310637108792847	2.075904282028418e-6	6.133738700479515e-5	11171;3065;3726;4092;5045;50855;5500;56937;6497;6498;7040;904	pathway_Reactome	CCNT1;STRAP;PARD6A;SKI;PMEPA1;SKIL;TGFB1;PPP1CB;FURIN;SMAD7;HDAC1;JUNB
GO:0006695	cholesterol biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0006695	64	12	2.259615890555117	5.310637108792847	2.075904282028418e-6	6.133738700479515e-5	335;1717;2194;4047;4597;6319;6647;6720;6721;8720;9619;23541	geneontology_Biological_Process	MVD;LSS;SEC14L2;FASN;SREBF2;DHCR7;SCD;MBTPS1;ABCG1;APOA1;SOD1;SREBF1
HP:0012531	Pain	http://compbio.charite.de/hpoweb/showterm?id=HP:0012531	453	37	15.993843725335436	2.3133901165602393	2.108724438509846e-6	6.219175075501446e-5	1027;5657;2099;1604;4175;6775;10892;2767;330;5979;114548;2956;51604;10155;1991;1493;5589;11277;2073;29851;4791;115650;1235;5336;3560;7040;2132;8792;3418;10019;3178;5621;3939;23175;84876;6647;2043	phenotype_Human_Phenotype_Ontology	MCM6;PIGT;MALT1;STAT4;CDKN1B;ORAI1;CTLA4;EPHA4;TNFRSF11A;TGFB1;CCR6;LDHA;RET;PRNP;TRIM28;NLRP3;SH2B3;TNFRSF13C;ICOS;PLCG2;PRTN3;ESR1;EXT2;LPIN1;HNRNPA1;ELANE;CD55;SOD1;IL2RB;MSH6;PRKCSH;IDH2;BIRC3;NFKB2;TREX1;ERCC5;GNA11
GO:0007623	circadian rhythm	http://amigo.geneontology.org/amigo/term/GO:0007623	183	21	6.461089187056038	3.250225990080868	2.117413820168501e-6	6.233259242144834e-5	15;191;1407;1408;1453;2673;2767;3065;3191;3398;3615;4914;5187;5500;5591;6720;8792;8864;9975;23239;23291	geneontology_Biological_Process	PER2;NTRK1;HNRNPL;CSNK1D;GFPT1;AANAT;TNFRSF11A;PPP1CB;PRKDC;NR1D2;PHLPP1;CRY2;FBXW11;PER1;ID2;HDAC1;CRY1;SREBF1;AHCY;IMPDH2;GNA11
PA444801	Liver Diseases	https://www.pharmgkb.org/disease/PA444801	346	31	12.2160484083136	2.5376454778046744	2.1479642837718416e-6	6.311527524603386e-5	2875;6554;6720;5133;7040;9021;7098;5589;8651;3113;1716;7376;23089;1493;4249;23175;3804;6775;6615;4092;6319;9970;3716;11186;2034;1027;4597;864;1235;900;960	disease_GLAD4U	MVD;STAT4;CDKN1B;PDCD1;CTLA4;CCNG1;RUNX3;NR1I3;JAK1;SOCS1;TGFB1;SLC10A1;CCR6;EPAS1;SCD;NR1H2;DGUOK;KIR2DL3;SMAD7;MGAT5;RASSF1;SOCS3;CD44;PEG10;LPIN1;HLA-DPA1;TLR3;SREBF1;SNAI1;PRKCSH;GPT
R-HSA-3858494	Beta-catenin independent WNT signaling	http://reactome.org/PathwayBrowser/#/R-HSA-3858494	140	18	4.942909760589318	3.6415797317436667	2.209848679490811e-6	6.481408852591282e-5	10681;1855;23002;23198;23236;2775;2788;2793;3708;4772;50855;5578;5711;5717;7481;7976;801;83439	pathway_Reactome	WNT11;GNGT2;PARD6A;GNB5;PSMD5;NFATC1;ITPR1;GNAO1;PSME4;DAAM1;GNG7;TCF7L1;PRKCA;PSMD11;CALM1;FZD3;PLCB1;DVL1
GO:0044419	interspecies interaction between organisms	http://amigo.geneontology.org/amigo/term/GO:0044419	764	53	26.97416469350171	1.964843048977458	2.232104346022723e-6	6.534649598301083e-5	558;801;820;904;940;942;1104;1511;1604;1656;1739;1803;1974;1991;2956;3065;3178;3551;3560;3669;3838;4353;4864;5045;5295;5903;5970;6046;6304;6348;6554;6993;7040;7293;7374;7416;8638;8661;8665;9150;9817;9984;10155;10450;10488;10663;11059;50855;57521;57599;79139;79720;131450	geneontology_Biological_Process	VPS37B;CCNT1;SATB1;PIK3R1;DERL1;PARD6A;CD86;ISG20;CAMP;TNFRSF4;DYNLT1;WDR48;DDX6;RANBP2;TGFB1;SLC10A1;EIF3F;RCC1;KPNA2;CXCR6;RPTOR;DPP4;CD28;FURIN;TRIM28;CTDP1;BRD2;CD200R1;DLG1;KEAP1;OASL;VDAC1;IKBKB;AXL;HDAC1;WWP1;CTSG;HNRNPA1;ELANE;EIF4A2;CD55;CREB3;IL2RB;MSH6;CCL3;RELA;MPO;CALM1;NPC1;THOC1;PPIE;UNG;EIF3A
R-HSA-389513	CTLA4 inhibitory signaling	http://reactome.org/PathwayBrowser/#/R-HSA-389513	19	7	0.6708234675085504	10.434936073417523	2.305180116124461e-6	6.736201565027186e-5	10000;1493;5525;5527;5528;7525;942	pathway_Reactome	PPP2R5C;CD86;CTLA4;YES1;AKT3;PPP2R5A;PPP2R5D
GO:0071222	cellular response to lipopolysaccharide	http://amigo.geneontology.org/amigo/term/GO:0071222	184	21	6.496395685345961	3.232561718395646	2.3125977429705458e-6	6.73935517498744e-5	25;558;613;654;824;942;1511;1604;4793;5467;5578;5970;6348;7040;7128;7133;7376;8767;10892;27250;114548	geneontology_Biological_Process	BCR;PDCD4;ABL1;TNFAIP3;CD86;MALT1;NFKBIB;BMP6;TGFB1;PPARD;NR1H2;NLRP3;TNFRSF1B;RIPK2;PRKCA;AXL;CTSG;CD55;CCL3;RELA;CAPN2
GO:0009894	regulation of catabolic process	http://amigo.geneontology.org/amigo/term/GO:0009894	826	56	29.163167587476977	1.9202303670211425	2.3147226426711853e-6	6.73935517498744e-5	25;27;1027;1453;1459;1855;2021;2043;2081;2308;3565;3708;4092;4864;5045;5140;5223;5294;5578;5770;5970;6720;6721;6829;7128;7133;7416;7430;7534;8312;8767;8851;9024;9261;9709;9817;10425;10949;11059;11178;11277;11315;22933;23019;23530;25898;27131;51422;51429;57521;60412;79888;83667;116986;118460;246175	geneontology_Biological_Process	SIRT2;CNOT6L;ABL1;LPCAT1;ERN1;TNFAIP3;CDKN1B;CDK5R1;FOXO1;SESN2;ITPR1;SNX9;SREBF2;CSNK1D;PDE3B;EPHA4;EZR;EXOC4;AXIN1;RPTOR;AGAP2;IL4;CSNK2A2;FURIN;ARIH2;PRKAG2;TNFRSF1B;PTPN1;LZTS1;RIPK2;KEAP1;SMAD7;PRKCA;VDAC1;BRSK2;HERPUD1;WWP1;RCHY1;HNRNPA0;ABL2;ENDOG;MAPKAPK2;CNOT1;SREBF1;PARK7;RELA;SUPT5H;NNT;YWHAZ;PIK3CG;PGAM1;NPC1;TREX1;SNX5;EXOSC6;DVL1
GO:0051223	regulation of protein transport	http://amigo.geneontology.org/amigo/term/GO:0051223	626	46	22.101867929492236	2.081272051156302	2.3407749497605934e-6	6.80238929818756e-5	25;335;654;784;1459;1803;2149;3133;3418;3708;5116;5138;5295;5467;5552;5578;5621;5734;5770;5905;6348;6711;6720;6721;6810;7040;7128;7133;7293;7376;7430;8398;8651;8767;8851;8864;9024;10125;10155;10425;11315;27230;29072;56253;114548;131450	geneontology_Biological_Process	PER2;PIK3R1;ABL1;TNFAIP3;CDK5R1;ITPR1;PDE2A;TNFRSF4;PCNT;SREBF2;RASGRP1;EZR;BMP6;SOCS1;TGFB1;RANGAP1;PPARD;PTGER4;DPP4;PRNP;PLA2G6;CSNK2A2;TRIM28;NR1H2;ARIH2;NLRP3;TNFRSF1B;PTPN1;CD200R1;RIPK2;SERP1;CRTAM;PRKCA;BRSK2;STX4;F2R;SPTBN1;APOA1;SETD2;CACNB3;CCL3;SREBF1;PARK7;IDH2;SRGN;HLA-E
GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	http://amigo.geneontology.org/amigo/term/GO:2000514	54	11	1.90655090765588	5.769581056466302	2.349186307926132e-6	6.80238929818756e-5	864;942;1604;3594;3662;4092;5588;8651;8767;10892;114548	geneontology_Biological_Process	IRF4;CD86;MALT1;IL12RB1;RUNX3;SOCS1;NLRP3;RIPK2;PRKCQ;SMAD7;CD55
GO:0016445	somatic diversification of immunoglobulins	http://amigo.geneontology.org/amigo/term/GO:0016445	54	11	1.90655090765588	5.769581056466302	2.349186307926132e-6	6.80238929818756e-5	940;1235;2956;3565;5423;5591;7040;7374;9984;23529;118460	geneontology_Biological_Process	TGFB1;CCR6;CD28;CLCF1;IL4;PRKDC;MSH6;POLB;THOC1;UNG;EXOSC6
